prompt,label
I am reserving for 26 November at 11:11 with a medium.,November-26--11:11-medium

I am reserving for 17 October at 09:46 with a class 2 truck.,October-17--09:46-class 2 truck

I am reserving for 26 November at 12:52 with a full-size.,November-26--12:52-full-size

I am reserving for 05 October at 18:30 with a class 2 truck.,October-05--18:30-class 2 truck

I am reserving for 20 October at 16:17 with a class 2 truck.,October-20--16:17-class 2 truck

I am reserving for 20 November at 18:03 with a class 2 truck.,November-20--18:03-class 2 truck

I am reserving for 28 November at 18:30 with a class 1 truck.,November-28--18:30-class 1 truck

I am reserving for 30 November at 07:33 with a medium.,November-30--07:33-medium

I am reserving for 29 November at 13:54 with a compact.,November-29--13:54-compact

I am reserving for 09 November at 18:23 with a class 2 truck.,November-09--18:23-class 2 truck

I am reserving for 27 November at 16:14 with a class 1 truck.,November-27--16:14-class 1 truck

I am reserving for 19 November at 10:33 with a compact.,November-19--10:33-compact

I am reserving for 04 November at 15:38 with a full-size.,November-04--15:38-full-size

I am reserving for 15 November at 07:55 with a class 2 truck.,November-15--07:55-class 2 truck

I am reserving for 07 October at 18:30 with a full-size.,October-07--18:30-full-size

I am reserving for 07 October at 07:18 with a compact.,October-07--07:18-compact

I am reserving for 18 November at 07:23 with a compact.,November-18--07:23-compact

I am reserving for 20 November at 18:30 with a medium.,November-20--18:30-medium

I am reserving for 11 October at 18:12 with a class 2 truck.,October-11--18:12-class 2 truck

I am reserving for 22 November at 14:46 with a compact.,November-22--14:46-compact

I am reserving for 30 November at 12:33 with a class 2 truck.,November-30--12:33-class 2 truck

I am reserving for 26 November at 18:30 with a compact.,November-26--18:30-compact

I am reserving for 18 October at 18:29 with a class 2 truck.,October-18--18:29-class 2 truck

I am reserving for 07 November at 16:58 with a full-size.,November-07--16:58-full-size

I am reserving for 06 November at 07:36 with a medium.,November-06--07:36-medium

I am reserving for 10 October at 07:20 with a full-size.,October-10--07:20-full-size

I am reserving for 25 October at 09:58 with a medium.,October-25--09:58-medium

I am reserving for 09 October at 18:30 with a class 1 truck.,October-09--18:30-class 1 truck

I am reserving for 29 November at 11:22 with a compact.,November-29--11:22-compact

I am reserving for 30 November at 07:36 with a compact.,November-30--07:36-compact

I am reserving for 12 November at 09:13 with a full-size.,November-12--09:13-full-size

I am reserving for 30 October at 07:31 with a class 2 truck.,October-30--07:31-class 2 truck

I am reserving for 06 November at 08:46 with a class 2 truck.,November-06--08:46-class 2 truck

I am reserving for 27 November at 18:30 with a medium.,November-27--18:30-medium

I am reserving for 06 November at 11:05 with a compact.,November-06--11:05-compact

I am reserving for 22 November at 07:10 with a class 1 truck.,November-22--07:10-class 1 truck

I am reserving for 29 November at 07:58 with a class 1 truck.,November-29--07:58-class 1 truck

I am reserving for 19 October at 10:10 with a medium.,October-19--10:10-medium

I am reserving for 05 November at 07:48 with a full-size.,November-05--07:48-full-size

I am reserving for 14 November at 07:45 with a class 1 truck.,November-14--07:45-class 1 truck

I am reserving for 30 November at 11:04 with a compact.,November-30--11:04-compact

I am reserving for 05 October at 18:21 with a compact.,October-05--18:21-compact

I am reserving for 11 November at 11:56 with a class 2 truck.,November-11--11:56-class 2 truck

I am reserving for 22 November at 18:01 with a medium.,November-22--18:01-medium

I am reserving for 28 November at 07:05 with a compact.,November-28--07:05-compact

I am reserving for 20 October at 07:58 with a medium.,October-20--07:58-medium

I am reserving for 19 October at 07:56 with a full-size.,October-19--07:56-full-size

I am reserving for 25 October at 17:01 with a full-size.,October-25--17:01-full-size

I am reserving for 27 November at 07:24 with a full-size.,November-27--07:24-full-size

I am reserving for 21 November at 07:30 with a compact.,November-21--07:30-compact

I am reserving for 16 October at 07:41 with a compact.,October-16--07:41-compact

I am reserving for 19 November at 15:35 with a class 2 truck.,November-19--15:35-class 2 truck

I am reserving for 21 October at 18:13 with a class 2 truck.,October-21--18:13-class 2 truck

I am reserving for 21 November at 07:44 with a compact.,November-21--07:44-compact

I am reserving for 19 November at 07:23 with a class 2 truck.,November-19--07:23-class 2 truck

I am reserving for 20 October at 13:22 with a medium.,October-20--13:22-medium

I am reserving for 27 November at 07:13 with a medium.,November-27--07:13-medium

I am reserving for 10 November at 07:20 with a medium.,November-10--07:20-medium

I am reserving for 01 November at 18:30 with a full-size.,November-01--18:30-full-size

I am reserving for 01 November at 07:34 with a compact.,November-01--07:34-compact

I am reserving for 07 November at 13:51 with a full-size.,November-07--13:51-full-size

I am reserving for 13 October at 07:37 with a class 2 truck.,October-13--07:37-class 2 truck

I am reserving for 24 October at 18:10 with a class 1 truck.,October-24--18:10-class 1 truck

I am reserving for 26 November at 18:30 with a class 2 truck.,November-26--18:30-class 2 truck

I am reserving for 30 November at 07:40 with a compact.,November-30--07:40-compact

I am reserving for 24 November at 18:30 with a full-size.,November-24--18:30-full-size

I am reserving for 20 November at 18:30 with a medium.,November-20--18:30-medium

I am reserving for 26 November at 18:03 with a full-size.,November-26--18:03-full-size

I am reserving for 28 October at 08:46 with a class 2 truck.,October-28--08:46-class 2 truck

I am reserving for 13 October at 07:56 with a class 1 truck.,October-13--07:56-class 1 truck

I am reserving for 22 November at 10:03 with a compact.,November-22--10:03-compact

I am reserving for 19 November at 07:58 with a compact.,November-19--07:58-compact

I am reserving for 12 November at 11:28 with a medium.,November-12--11:28-medium

I am reserving for 14 October at 18:04 with a medium.,October-14--18:04-medium

I am reserving for 24 November at 07:11 with a full-size.,November-24--07:11-full-size

I am reserving for 09 November at 18:30 with a class 1 truck.,November-09--18:30-class 1 truck

I am reserving for 05 November at 18:30 with a full-size.,November-05--18:30-full-size

I am reserving for 02 October at 18:30 with a medium.,October-02--18:30-medium

I am reserving for 29 November at 18:30 with a full-size.,November-29--18:30-full-size

I am reserving for 14 November at 18:30 with a medium.,November-14--18:30-medium

I am reserving for 25 October at 15:16 with a medium.,October-25--15:16-medium

I am reserving for 23 November at 07:56 with a full-size.,November-23--07:56-full-size

I am reserving for 13 November at 11:10 with a class 1 truck.,November-13--11:10-class 1 truck

I am reserving for 17 November at 07:40 with a medium.,November-17--07:40-medium

I am reserving for 28 November at 15:23 with a compact.,November-28--15:23-compact

I am reserving for 30 November at 08:23 with a medium.,November-30--08:23-medium

I am reserving for 02 October at 14:12 with a class 2 truck.,October-02--14:12-class 2 truck

I am reserving for 30 November at 13:20 with a compact.,November-30--13:20-compact

I am reserving for 07 November at 08:44 with a medium.,November-07--08:44-medium

I am reserving for 27 November at 07:10 with a class 2 truck.,November-27--07:10-class 2 truck

I am reserving for 10 October at 18:04 with a full-size.,October-10--18:04-full-size

I am reserving for 30 November at 14:28 with a class 1 truck.,November-30--14:28-class 1 truck

I am reserving for 24 November at 18:30 with a full-size.,November-24--18:30-full-size

I am reserving for 17 October at 09:17 with a compact.,October-17--09:17-compact

I am reserving for 30 November at 07:54 with a medium.,November-30--07:54-medium

I am reserving for 28 October at 07:21 with a class 2 truck.,October-28--07:21-class 2 truck

I am reserving for 27 November at 18:07 with a compact.,November-27--18:07-compact

I am reserving for 28 November at 11:34 with a compact.,November-28--11:34-compact

I am reserving for 25 November at 18:01 with a compact.,November-25--18:01-compact

I am reserving for 29 November at 07:35 with a class 1 truck.,November-29--07:35-class 1 truck

I am reserving for 07 November at 07:14 with a full-size.,November-07--07:14-full-size

I am reserving for 03 October at 13:16 with a full-size.,October-03--13:16-full-size

I am reserving for 25 November at 07:17 with a medium.,November-25--07:17-medium

I am reserving for 26 November at 07:50 with a class 2 truck.,November-26--07:50-class 2 truck

I am reserving for 20 November at 18:30 with a class 2 truck.,November-20--18:30-class 2 truck

I am reserving for 11 November at 16:03 with a compact.,November-11--16:03-compact

I am reserving for 19 November at 18:05 with a medium.,November-19--18:05-medium

I am reserving for 22 November at 18:30 with a class 1 truck.,November-22--18:30-class 1 truck

I am reserving for 03 November at 07:08 with a compact.,November-03--07:08-compact

I am reserving for 28 November at 16:54 with a compact.,November-28--16:54-compact

I am reserving for 16 November at 18:09 with a compact.,November-16--18:09-compact

I am reserving for 22 November at 18:19 with a compact.,November-22--18:19-compact

I am reserving for 13 October at 07:20 with a class 2 truck.,October-13--07:20-class 2 truck

I am reserving for 30 October at 15:24 with a class 1 truck.,October-30--15:24-class 1 truck

I am reserving for 27 November at 10:45 with a compact.,November-27--10:45-compact

I am reserving for 07 November at 12:53 with a class 1 truck.,November-07--12:53-class 1 truck

I am reserving for 29 November at 07:25 with a class 1 truck.,November-29--07:25-class 1 truck

I am reserving for 23 November at 18:14 with a class 1 truck.,November-23--18:14-class 1 truck

I am reserving for 18 October at 08:38 with a class 1 truck.,October-18--08:38-class 1 truck

I am reserving for 29 November at 07:27 with a class 2 truck.,November-29--07:27-class 2 truck

I am reserving for 31 October at 08:40 with a full-size.,October-31--08:40-full-size

I am reserving for 26 November at 18:24 with a class 2 truck.,November-26--18:24-class 2 truck

I am reserving for 13 November at 14:56 with a class 1 truck.,November-13--14:56-class 1 truck

I am reserving for 27 November at 07:45 with a full-size.,November-27--07:45-full-size

I am reserving for 22 October at 18:30 with a class 1 truck.,October-22--18:30-class 1 truck

I am reserving for 27 October at 07:47 with a full-size.,October-27--07:47-full-size
